rowname,e7107,bort,theoretical,actual,bortrev,e7107rev,amplified,dampened,reversed,effect,interactionFDR,baseMean,ext_gene,gene_biotype
ENSG00000125775,0.015419301900265053,3.159140873996271,3.174560175896536,0.4553737722767486,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,5.1655416113663525e-241,3709.6751238890783,SDCBP2,protein_coding
ENSG00000110492,0.8831821097437915,-1.4640327772385786,-0.5808506674947871,1.4740845886772798,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,7.996129292274066e-241,9884.109692796592,MDK,protein_coding
ENSG00000139112,1.3280184130502657,2.8444545735593096,4.172472986609575,1.913037245286966,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,8.573854292624384e-239,8615.452362190583,GABARAPL1,protein_coding
ENSG00000137801,0.3877561223143694,-2.358413010948845,-1.9706568886344757,1.0741959089371176,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.3457502630129263e-238,39855.19117180545,THBS1,protein_coding
ENSG00000213347,-0.10259480277344356,-3.3032074260047746,-3.405802228778218,0.8121946770325981,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,3.194575803425364e-237,1152.0022926617578,MXD3,protein_coding
ENSG00000164485,-1.706578306300862,-3.4550943280363384,-5.161672634337201,-1.6046053903753286,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,4.284998397816612e-236,598.7006524447701,IL22RA2,protein_coding
ENSG00000169429,3.0031663452753916,0.8328022651167343,3.835968610392126,0.6545337722643416,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,9.117481190774e-236,3015.132860299039,CXCL8,protein_coding
ENSG00000120885,1.2784969788770455,2.5196904871816557,3.7981874660587014,1.69354895126439,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,5.64688279026546e-235,10657.610443058551,CLU,protein_coding
ENSG00000130309,-0.9628363869745716,-0.27486274034795916,-1.2376991273225308,-0.05498801424324205,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,8.56871409037198e-235,12530.098685548168,COLGALT1,protein_coding
ENSG00000135842,-1.7088115473587677,3.326395171911591,1.6175836245528232,-2.564683672949425,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.489834890443668e-232,12425.954415857,FAM129A,protein_coding
ENSG00000198467,0.9506127494367894,-1.2830355150456103,-0.3324227656088209,1.4656530885464047,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.2127298324798357e-230,7302.55467276099,TPM2,protein_coding
ENSG00000168159,-0.6337420477641618,-1.454049606898504,-2.0877916546626656,-0.23258075243745596,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,2.739426656627861e-225,6716.4506458962105,RNF187,protein_coding
ENSG00000124766,0.25529093333694597,-1.7109706000178408,-1.4556796666808949,-0.10029918486450383,FALSE,TRUE,FALSE,FALSE,FALSE,e7107rev,7.320412397497027e-222,8431.091557832478,SOX4,protein_coding
ENSG00000051128,-0.6000101541515831,-1.5008351900618355,-2.1008453442134187,-0.24223022169573463,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,6.677537401855993e-221,8840.788448174017,HOMER3,protein_coding
ENSG00000105143,-0.9459400292047141,-2.606066567341563,-3.552006596546277,-0.9340209426526638,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,8.896562943678722e-220,3010.7175181064445,SLC1A6,protein_coding
ENSG00000102393,0.20588234322933274,2.4318562318021444,2.6377385750314772,0.8026614226386619,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,3.990152834300423e-218,7543.997153089811,GLA,protein_coding
ENSG00000113739,-0.074274086476005155,1.9803234481333065,1.9060493616573013,-0.568656074349753,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.410979519062233e-214,4502.186237139762,STC2,protein_coding
ENSG00000074219,-0.7690632827414731,-1.6975588173738354,-2.4666221001153086,-0.4775072709951805,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.068335163339597e-213,3267.3808744618423,TEAD2,protein_coding
ENSG00000114631,0.22858649037472775,-2.1281960594385008,-1.899609569063773,0.8798251736871672,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.226135566718232e-212,2880.710673059554,PODXL2,protein_coding
ENSG00000105519,-0.14079775511079257,-3.913968849880437,-4.054766604991229,0.2422531859053409,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,1.0217890141737e-211,815.0016195999385,CAPS,protein_coding
ENSG00000124588,0.2035606638925178,1.9010938754228204,2.104654539315338,0.2581893910713856,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,3.6092701577680917e-211,3222.730953647857,NQO2,protein_coding
ENSG00000115233,-0.7003292176476784,2.066709560138552,1.3663803424908734,-0.7313130036075344,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.381141120031538e-210,20850.404387919985,PSMD14,protein_coding
ENSG00000111275,0.5512213269704265,2.106337366310463,2.6575586932808895,0.815736751746018,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.4950395065878203e-208,2672.3863239101524,ALDH2,protein_coding
ENSG00000135069,-1.4454656818478517,0.696946788733413,-0.7485188931144388,-2.591823346445344,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.552327392890826e-207,15965.079854417547,PSAT1,protein_coding
ENSG00000173692,-0.3764963809648472,1.3897087967405153,1.0132124157756681,-0.788415997958775,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.4358206440315936e-206,19238.781634313884,PSMD1,protein_coding
ENSG00000163283,-0.46131229144986785,-1.8796154007313204,-2.340927692181188,0.32100809334248065,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,1.7796160993938858e-203,11744.909902189926,ALPP,protein_coding
ENSG00000113312,-1.1019914694750916,1.9907754765588639,0.8887840070837723,-1.2246935733076936,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.4491340303524405e-203,6367.494922215973,TTC1,protein_coding
ENSG00000085998,-0.12888832066610867,-0.8750482402842376,-1.0039365609503461,0.46180784147266507,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,7.044017056670414e-200,6196.2110748036,POMGNT1,protein_coding
ENSG00000139055,-0.048084485535403454,-4.570491338434782,-4.618575823970185,0.22553483008752775,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,3.0576073886011137e-198,871.3261074037343,ERP27,protein_coding
ENSG00000120129,2.732635868531053,1.6041248483193051,4.336760716850359,1.5909053364508905,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.1816162396029603e-193,6646.307827677791,DUSP1,protein_coding
ENSG00000104332,-2.326839776696197,-1.8793989935971762,-4.206238770293373,-2.0522430364302306,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,6.177248539068138e-193,2852.3794680873134,SFRP1,protein_coding
ENSG00000146966,0.21429067431273785,-2.9184328026477897,-2.704142128335052,0.6408770107205239,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,9.86285939204229e-193,2060.094502891424,DENND2A,protein_coding
ENSG00000125740,-0.10795512844722922,-2.066960756258365,-2.1749158847055945,0.9320396728563122,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,1.074009643273207e-192,1424.3482242281107,FOSB,protein_coding
ENSG00000115468,-0.19101676419305066,-1.5446600093181093,-1.73567677351116,-0.3157024987372771,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.260808557258251e-190,9257.990475158247,EFHD1,protein_coding
ENSG00000163993,1.2611020313373664,2.793760080259267,4.054862111596633,1.749231352872815,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,7.202269668284914e-190,8358.643759341849,S100P,protein_coding
ENSG00000160932,0.36612994154673445,-2.0288491109464606,-1.662719169399726,0.8165067359503214,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.1310196832346156e-188,14276.344785204969,LY6E,protein_coding
ENSG00000112852,0.719647381115521,-0.21574920179491933,0.5038981793206017,2.8526809362153887,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.475335457972185e-186,4084.4046400507336,PCDHB2,protein_coding
ENSG00000177700,0.8483890792575911,-1.598797853013208,-0.750408773755617,1.2909320167420288,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,6.222715120844328e-184,5708.271327960966,POLR2L,protein_coding
ENSG00000147100,0.2590497254389361,-2.2179855686791914,-1.9589358432402553,0.8316852337188342,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,5.134833858945347e-183,4977.406417276447,SLC16A2,protein_coding
ENSG00000196754,0.6331795364648297,-2.3511819151795077,-1.718002378714678,0.985113423419218,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,5.800963186775557e-183,3168.6085441566593,S100A2,protein_coding
ENSG00000161326,0.4793201008640186,1.0876497042146427,1.5669698050786613,-0.029112667912538276,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,1.867968648720299e-181,2818.6348125476375,NA,NA
ENSG00000178381,0.16058562567484738,2.855098573186852,3.0156841988616994,1.1383691415841561,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,3.791395334857815e-181,5280.200986657362,ZFAND2A,protein_coding
ENSG00000182196,1.4909419124507077,-1.2695719257652416,0.22136998668546615,1.837286355973468,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,9.60177366553324e-181,7845.05449802162,ARL6IP4,protein_coding
ENSG00000183421,-0.8245839012584015,-1.672798114880777,-2.4973820161391784,-0.3939355268950071,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,6.376993749556933e-180,6022.546260886708,RIPK4,protein_coding
ENSG00000188186,0.16777491425109411,-1.4820555158860964,-1.3142806016350024,0.5714122488690797,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,3.5693904854438155e-179,2031.02526091625,LAMTOR4,protein_coding
ENSG00000196352,-0.08004559864335815,2.4801171178309103,2.400071519187552,0.13441041819931263,FALSE,TRUE,FALSE,FALSE,FALSE,e7107rev,1.4513401387100047e-178,5501.566082126127,CD55,protein_coding
ENSG00000013275,-0.34321460776045304,2.134953200757135,1.7917385929966818,-0.136985658130439,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.8358994533440014e-178,19526.1281889579,PSMC4,protein_coding
ENSG00000120738,1.6438630507310663,-2.6662233633940544,-1.022360312662988,1.2167254059258563,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,3.2167052414087193e-177,6726.833376087731,EGR1,protein_coding
ENSG00000188690,0.41770480910699676,-1.635321667118784,-1.2176168580117872,0.6190678637285054,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.0679567337437382e-176,2231.1963996505715,UROS,protein_coding
ENSG00000166825,-0.15503606283870566,-1.6555903802932557,-1.8106264431319614,0.4567276863947009,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,4.574865676999484e-175,7747.979570182933,ANPEP,protein_coding
ENSG00000150782,1.1219536464006492,3.0179430470848665,4.1398966934855155,1.490873289405857,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,2.330435717055209e-174,2110.9127033477403,IL18,protein_coding
ENSG00000198125,0.4404308024672518,-1.6319107470590124,-1.1914799445917605,0.8933071245526789,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,5.322839542097361e-174,3334.281358701136,MB,protein_coding
ENSG00000184557,1.709219671623204,1.7429962429939607,3.452215914617165,0.31639849157027294,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,2.2113893962856908e-173,765.9655686634512,SOCS3,protein_coding
ENSG00000100097,0.44609778101284425,-2.187366243527069,-1.741268462514225,1.0307356318573555,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.0138578058293823e-172,20133.322644565444,LGALS1,protein_coding
ENSG00000117472,0.723547689345087,-1.5084793133947167,-0.7849316240496298,1.1514402689509868,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.1435940399512557e-172,4045.993462665302,TSPAN1,protein_coding
ENSG00000175274,-0.8645613724311274,-1.674714091334857,-2.5392754637659847,-0.3745670918777433,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.1759945104094354e-172,4139.369223780652,TP53I11,protein_coding
ENSG00000120694,-0.43015657455550504,2.336114207348607,1.9059576327931018,-0.33993345584626544,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,3.694805862177382e-171,23454.04957130856,HSPH1,protein_coding
ENSG00000092841,-0.19666565201880912,-1.0565267426656242,-1.2531923946844332,0.6538199821892458,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,4.794359245624272e-170,29740.617039218923,MYL6,protein_coding
ENSG00000077942,0.4470492574547291,-0.6545376035624327,-0.20748834610770361,1.0794601704200837,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,5.5560100874684684e-170,19596.2609182162,FBLN1,protein_coding
ENSG00000168269,-0.6284832741723909,-3.3323949789794454,-3.9608782531518365,-1.7729647920325122,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.034111538824205e-169,2667.534554227827,FOXI1,protein_coding
ENSG00000029993,-0.5173781574617504,-2.1643821266166228,-2.681760284078373,-0.6180227402219475,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.2499470816026219e-168,12809.140006060888,HMGB3,protein_coding
ENSG00000118849,0.5366616790847227,-1.6511936251170074,-1.1145319460322847,0.5651931088230224,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,6.880442359825395e-167,26348.048667175783,RARRES1,protein_coding
ENSG00000110200,0.800059993824374,-1.393375416640788,-0.5933154228164139,1.158704261227786,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.1681516000446714e-166,2541.264324757617,ANAPC15,protein_coding
ENSG00000244187,0.4749668844850253,-1.525341763173124,-1.0503748786880989,1.1320115093180037,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.5506267182228232e-164,2352.5720233357833,TMEM141,protein_coding
ENSG00000143315,1.5982563808093526,-1.8137456904173674,-0.21548930960801482,1.735191710892203,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,8.184090101936067e-164,2424.7767679721,PIGM,protein_coding
ENSG00000131373,-0.9154898397920481,1.7191802166420038,0.8036903768499557,-1.782435971102808,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,7.75172332770477e-162,1292.9101295451444,HACL1,protein_coding
ENSG00000175567,-0.9096304874165768,-2.21344819365989,-3.123078681076467,-0.570989007155264,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,7.624114526262232e-160,4843.13577715381,UCP2,protein_coding
ENSG00000179218,0.2909726468978142,-0.21645809257759016,0.07451455432022405,1.2460119253200763,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.364577253969815e-159,70728.30514119481,CALR,protein_coding
ENSG00000221914,0.3989206486180693,1.9564484088134675,2.355369057431537,0.5127222249982947,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,7.152452336065129e-156,4700.575942946183,PPP2R2A,protein_coding
ENSG00000119318,-1.1949561399118291,1.1171440700406472,-0.07781206987118194,-1.5491376255975078,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,8.067845999699362e-155,15170.040778394585,RAD23B,protein_coding
ENSG00000108669,1.0919261521186958,1.103505674984917,2.195431827103613,-0.6796978209877724,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,1.8980442592601412e-154,2293.63451596015,CYTH1,protein_coding
ENSG00000118689,0.09967720093109064,0.7235029613576339,0.8231801622887246,-0.3569672322747483,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,1.1211406039593124e-153,10691.864691839919,FOXO3,protein_coding
ENSG00000093009,-0.1414553879558178,1.0078271291104657,0.8663717411546479,-0.6216801538230734,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.908811846538992e-151,3603.3763772271373,CDC45,protein_coding
ENSG00000214063,0.17883851905449882,-2.25005015897432,-2.071211639919821,0.6265837196967402,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,2.9715446619420188e-151,1407.1106660437636,TSPAN4,protein_coding
ENSG00000167755,0.5894213275880246,-1.5055632473409155,-0.9161419197528909,1.29228041905352,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,8.802149789553793e-151,10997.956949378058,KLK6,protein_coding
ENSG00000100422,-2.402075645856144,-0.5042293771409099,-2.9063050229970537,-0.9625944120569676,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.332819129043404e-147,3192.0781978068217,CERK,protein_coding
ENSG00000107798,0.6135723555166337,-1.1447726480345959,-0.5312002925179622,1.1302300228080346,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,7.705566715518348e-146,7654.2404732973055,LIPA,protein_coding
ENSG00000115541,-1.2100692749147008,1.1084196076543198,-0.10164966726038105,-2.0354220124433238,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.7996872128171933e-143,11511.499269551168,HSPE1,protein_coding
ENSG00000099797,0.9625823074430109,0.03075897810630148,0.9933412855493123,2.6132609606443866,FALSE,FALSE,TRUE,FALSE,FALSE,amplified,4.811294734075866e-142,29898.024963120908,TECR,protein_coding
ENSG00000260032,2.5294702976461405,-0.43663060501654993,2.0928396926295907,3.214591298662763,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,7.244615828343043e-142,54488.66984824695,NORAD,lincRNA
ENSG00000102804,2.5158900630854872,1.2892778307472557,3.805167893832743,2.232162592819917,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.0465383538026252e-140,18125.897680587303,TSC22D1,protein_coding
ENSG00000106052,0.18431167010470131,1.8107794445871457,1.995091114691847,0.2935895871524566,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.2468975087000307e-140,26617.563830678722,TAX1BP1,protein_coding
ENSG00000123562,-1.1271747661085025,0.721968764236643,-0.4052060018718595,-1.9930890278478177,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,7.782448353582694e-140,25313.61495865768,MORF4L2,protein_coding
ENSG00000136158,2.2548266059347895,0.6191109666325816,2.873937572567371,1.2956806792006632,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.5256620522580602e-138,7604.362067382086,SPRY2,protein_coding
ENSG00000133321,-0.7137790985852172,-2.2383335788813796,-2.9521126774665967,-0.5438799558581444,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,2.0003748494822887e-138,1938.9519079426418,RARRES3,protein_coding
ENSG00000135018,-1.2148390594595297,1.852540737585061,0.6377016781255314,-1.399823504150008,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,4.424306418427739e-136,16655.737992431976,UBQLN1,protein_coding
ENSG00000242265,-0.8582206407035707,-3.2135922948583486,-4.071812935561919,-1.4933847254380006,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,6.57328937742753e-136,13779.135479058485,PEG10,protein_coding
ENSG00000115380,-0.12560068697855084,-3.0243944505305738,-3.1499951375091246,0.2283810467201565,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,7.053228683425597e-136,919.695589879941,EFEMP1,protein_coding
ENSG00000136205,-2.0718309642648194,-4.083976722223956,-6.155807686488775,-2.6797620098611854,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,7.512367566574716e-136,2697.569876887146,TNS3,protein_coding
ENSG00000143774,0.6315510042772609,-0.5273796149674098,0.10417138930985104,1.4428653313087496,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,1.0234575002198712e-135,11773.591746832488,GUK1,protein_coding
ENSG00000196743,-0.267071330619846,-1.4449269798330473,-1.7119983104528933,-0.05487912242333738,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,1.7313187357511236e-134,6020.704776689423,GM2A,protein_coding
ENSG00000167306,0.1297159864718517,1.6842058380273335,1.8139218244991853,-0.011510872464548638,TRUE,TRUE,FALSE,FALSE,TRUE,reversed,2.5752245279431316e-134,7823.462708815176,MYO5B,protein_coding
ENSG00000132746,-0.7192615679237452,-2.000310333788442,-2.7195719017121873,-0.6290950837467693,FALSE,FALSE,FALSE,TRUE,FALSE,dampened,4.0673646928618186e-134,2384.7381843632734,ALDH3B2,protein_coding
ENSG00000113013,-1.8509252640599845,1.3466781713438385,-0.504247092716146,-1.718534094720088,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,6.577719955616001e-134,15786.25324377378,HSPA9,protein_coding
ENSG00000157514,-1.578850796910536,0.006436390377310892,-1.5724144065332253,-0.24315710901691936,TRUE,FALSE,FALSE,FALSE,FALSE,bortrev,7.922904308401068e-133,4844.5673298630645,TSC22D3,protein_coding
