id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ext_gene,gene_biotype
ENSG00000205413,3481.01089692918,-3.02673941015543,0.228324901701595,-13.2562825499917,4.14961451588392e-40,9.44759371849836e-39,SAMD9,protein_coding
ENSG00000136108,4812.61393682628,-1.36594513360769,0.104043446066947,-13.1286033406541,2.25782319486767e-39,5.02103349213213e-38,CKAP2,protein_coding
ENSG00000084693,2208.65738640097,1.24927844313568,0.0951696003844383,13.1268644408425,2.31025969565898e-39,5.12881621954671e-38,AGBL5,protein_coding
ENSG00000117480,1127.33084820074,1.37986417166779,0.105530748648305,13.0754703187634,4.54742606885125e-39,9.99235008887629e-38,FAAH,protein_coding
ENSG00000126522,1189.64682168198,1.17869530304238,0.0913419899362099,12.9041999617651,4.26219068140684e-38,9.10994784104501e-37,ASL,protein_coding
ENSG00000179546,704.232089140582,-2.6331928808305,0.208605064254783,-12.6228617231191,1.57974413425265e-36,3.22704886744843e-35,HTR1D,protein_coding
ENSG00000101132,2208.43767881774,-1.47416444983156,0.118939704671804,-12.3942164973362,2.80877552916584e-35,5.50694753028637e-34,PFDN4,protein_coding
ENSG00000177034,608.240791831667,-1.84228362156832,0.150288293453728,-12.2583308335691,1.51590259299269e-34,2.89736974153284e-33,MTX3,protein_coding
ENSG00000126777,14146.3932386052,-1.19057654960062,0.0972815830630009,-12.2384578058273,1.93677703818727e-34,3.69087429526528e-33,KTN1,protein_coding
ENSG00000139428,1348.1072209658,1.70956315998077,0.139806696109042,12.2280492105142,2.20162580985787e-34,4.1801772632283e-33,MMAB,protein_coding
ENSG00000267673,4536.36371673825,1.09213248669505,0.0902616090221523,12.0996345902389,1.06082318746495e-33,1.96507039335354e-32,FDX2,protein_coding
ENSG00000172366,739.837059615741,1.44526872333437,0.119778203298746,12.0662080706757,1.59307318669355e-33,2.93209431747493e-32,MCRIP2,protein_coding
ENSG00000072415,2896.77446983569,-1.55411670000572,0.129372397319678,-12.0127378962107,3.04590989142434e-33,5.54291250030256e-32,MPP5,protein_coding
ENSG00000041982,2145.40299062278,1.62750777450431,0.137820124147907,11.8089269224405,3.51012471322928e-32,6.1370184515939e-31,TNC,protein_coding
ENSG00000183309,1000.46248776044,-1.23877438381314,0.10498561207055,-11.7994681307443,3.92786181887391e-32,6.85809981496761e-31,ZNF623,protein_coding
ENSG00000121104,159.586510680155,3.0240945148483,0.256376042509023,11.7955425368651,4.11539802816784e-32,7.17584348487755e-31,FAM117A,protein_coding
ENSG00000145365,742.703202060767,-1.74270979989096,0.148281996097806,-11.752672918845,6.84198120280485e-32,1.18660158564886e-30,TIFA,protein_coding
ENSG00000171219,2203.49663083367,1.80591137429,0.154492997148925,11.6892765861042,1.44613119228149e-31,2.47972635300239e-30,CDC42BPG,protein_coding
ENSG00000049089,518.650702918473,1.65873747074337,0.142131075764521,11.6704771410548,1.80408553255178e-31,3.07312948231183e-30,COL9A2,protein_coding
ENSG00000173894,2911.4781665098,1.05080514655522,0.0907969392920539,11.5731340147408,5.63847139837142e-31,9.45514207691861e-30,CBX2,protein_coding
ENSG00000092020,1233.42818248164,-1.26271284562115,0.109123164248027,-11.5714463956628,5.75049736761126e-31,9.63674464827773e-30,PPP2R3C,protein_coding
ENSG00000225190,789.391862745823,-1.43760378030527,0.124485433152308,-11.5483695071885,7.52341777499452e-31,1.25833423122093e-29,PLEKHM1,protein_coding
ENSG00000181004,97.2965454832935,-3.38070880942344,0.293428568063911,-11.521403085357,1.02921252293343e-30,1.71475698292216e-29,BBS12,protein_coding
ENSG00000134871,1187.43011281519,1.65177640435564,0.143413468747131,11.5175821265998,1.07587722227742e-30,1.78789345986308e-29,COL4A2,protein_coding
ENSG00000154447,2072.09362626012,-1.34702301185042,0.117454538524064,-11.4684628519011,1.90004340170205e-30,3.12334742642383e-29,SH3RF1,protein_coding
ENSG00000108272,525.200551227719,1.63027332899266,0.142900192344022,11.4084753998643,3.79319417618417e-30,6.16477551614939e-29,NA,NA
ENSG00000105429,1624.85072086588,1.6508649170908,0.145560608711573,11.3414263082808,8.18002547057514e-30,1.31373547660119e-28,MEGF8,protein_coding
ENSG00000122515,5620.77393830152,1.04593962867094,0.0931269674951831,11.2313291928575,2.86141217602198e-29,4.51966699514573e-28,ZMIZ2,protein_coding
ENSG00000267368,1076.1337448447,1.73555563679082,0.154572809241052,11.2280785043136,2.96864195475631e-29,4.68331359907557e-28,UPK3BL,protein_coding
ENSG00000102554,8585.07201984526,-1.16721247331473,0.104153526646419,-11.206653398086,3.78224832509687e-29,5.94507779615744e-28,KLF5,protein_coding
ENSG00000167523,765.671220521039,1.5102007928408,0.134975208706406,11.1887272286108,4.63032301322293e-29,7.25604469282558e-28,SPATA33,protein_coding
ENSG00000198937,984.362616454332,1.1868205413787,0.107258400858706,11.0650590711503,1.85340719075335e-28,2.8255985378323e-27,CCDC167,protein_coding
ENSG00000152192,173.817129266616,2.46101323838137,0.22287306237728,11.0422193338707,2.3905456224465e-28,3.62099000173739e-27,POU4F1,protein_coding
ENSG00000132313,2704.41514788605,-1.08196330242997,0.0980869959028532,-11.0306498070505,2.71893352283333e-28,4.10157391497584e-27,MRPL35,protein_coding
ENSG00000127804,2025.22251429875,-1.6759833677119,0.1521964605003,-11.0119733547194,3.34593600115398e-28,5.03859744789161e-27,METTL16,protein_coding
ENSG00000168476,1803.8842282764,-1.2719862536625,0.116074138239409,-10.9583949788967,6.05639334167376e-28,9.00997468866964e-27,REEP4,protein_coding
ENSG00000198690,788.836676001451,-1.33317155028202,0.122812695653377,-10.8553235737511,1.8813927090827e-27,2.74827976231804e-26,FAN1,protein_coding
ENSG00000173011,1032.06250712706,-1.62029678881942,0.149833954770404,-10.8139492900809,2.9566116058838e-27,4.29948230206208e-26,TADA2B,protein_coding
ENSG00000204498,1577.95099703566,-1.22372882620071,0.113974591499602,-10.7368564352782,6.83315677307655e-27,9.76095103223168e-26,NFKBIL1,protein_coding
ENSG00000159110,1126.85954506334,1.15225287178978,0.107884820831691,10.6803984370274,1.25730854787972e-26,1.77347763022707e-25,IFNAR2,protein_coding
ENSG00000133056,1089.6336284157,1.10048925435176,0.103369858923754,10.6461328844754,1.81759698325892e-26,2.55680585979279e-25,PIK3C2B,protein_coding
ENSG00000187498,493.707991881795,1.37220774553223,0.128946858675787,10.6416531556025,1.90715155437031e-26,2.6813222696672e-25,COL4A1,protein_coding
ENSG00000119862,833.3296290279,-1.59403544844458,0.150132627080243,-10.6175151893705,2.47049774110234e-26,3.45455260431957e-25,LGALSL,protein_coding
ENSG00000172172,4167.81328746142,-1.29203503399846,0.121810665055273,-10.60691223886,2.76743955810648e-26,3.85933111824228e-25,MRPL13,protein_coding
ENSG00000249042,171.208852971596,2.09408519364111,0.199233582610314,10.5107038994374,7.71157993288279e-26,1.05436474627314e-24,CTD-2015H6.3,antisense
ENSG00000245958,1127.821749339,1.27272680648707,0.121554298889203,10.4704384634488,1.18094727247726e-25,1.60446153880573e-24,RP11-33B1.1,transcribed_unprocessed_pseudogene
ENSG00000117385,1245.81638002728,1.36229012929781,0.130221305894688,10.4613459367357,1.29995791026792e-25,1.76152136126027e-24,P3H1,protein_coding
ENSG00000128965,857.410146458035,-1.82063742690863,0.174252141954236,-10.4482929534765,1.49186217124652e-25,2.01733178268871e-24,CHAC1,protein_coding
ENSG00000142798,3521.63568568206,1.8293750127127,0.175113422504464,10.44680063098,1.51551689069405e-25,2.04717574346183e-24,HSPG2,protein_coding
ENSG00000109046,1279.8592703241,-1.47266140581746,0.141033776273135,-10.4419057954274,1.59574448552098e-25,2.15217292538349e-24,WSB1,protein_coding
ENSG00000182379,499.675062970921,1.58562273958634,0.152842239985609,10.3742443171183,3.24771667581289e-25,4.33269213317919e-24,NXPH4,protein_coding
ENSG00000006451,4685.64535387341,-1.20727058183695,0.11677380440249,-10.338539435401,4.71671260313725e-25,6.25369781311799e-24,RALA,protein_coding
ENSG00000133460,636.275498611275,1.48877551562627,0.145518136908431,10.2308588280174,1.44234532646885e-24,1.8814561121293e-23,SLC2A11,protein_coding
ENSG00000105726,3430.48984951972,1.06946262912329,0.104591835536461,10.2251062297351,1.53060047744936e-24,1.99456615924201e-23,ATP13A1,protein_coding
ENSG00000101695,321.496835589265,-2.95419994557761,0.289590215212462,-10.2013113371604,1.95613283412316e-24,2.53757171518958e-23,RNF125,protein_coding
ENSG00000123106,2198.51467057734,-1.70788198662941,0.168548761129018,-10.1328658554903,3.94902406822016e-24,5.06184181284113e-23,CCDC91,protein_coding
ENSG00000181392,688.236387841264,1.55860773094962,0.15629899937227,9.97196231075896,2.02193916189092e-23,2.50234338517353e-22,SYNE4,protein_coding
ENSG00000127989,576.150463701408,-1.2981371375177,0.131267880894369,-9.88922140490951,4.63619583192289e-23,5.62988423368043e-22,MTERF1,protein_coding
ENSG00000173166,3142.09763273113,-1.2015488002992,0.122081318659012,-9.84220037510629,7.40727713658793e-23,8.90285806914273e-22,RAPH1,protein_coding
ENSG00000141971,2059.05680927278,1.00050373413431,0.101681427646861,9.83959172572838,7.60186971510813e-23,9.13249257592325e-22,MVB12A,protein_coding
ENSG00000255135,192.538109069113,1.90191394110321,0.195233633409631,9.74173306047478,2.00112003129484e-22,2.35800012442727e-21,RP11-111M22.3,lincRNA
ENSG00000109083,838.10313607479,-1.06231604071983,0.109872555516856,-9.66862048236287,4.09865490922515e-22,4.75160796362885e-21,IFT20,protein_coding
ENSG00000271912,113.671119445553,-2.78653476171395,0.290139314243121,-9.60412679330653,7.6806174643057e-22,8.77430751083658e-21,NA,NA
ENSG00000162757,309.947828897937,-1.56716482870213,0.164146569387853,-9.5473504840614,1.33055527870728e-21,1.50274820616586e-20,C1orf74,protein_coding
ENSG00000233994,522.458793979371,-1.86699494681684,0.198869240760218,-9.38805287172551,6.11196495494476e-21,6.70370485571849e-20,GDI2P2,processed_pseudogene
ENSG00000139977,3629.73228018938,-1.15018756543169,0.122634676412446,-9.37897500999931,6.66171637603135e-21,7.30048400648966e-20,NAA30,protein_coding
ENSG00000111725,834.630414167527,-1.59556579531365,0.171337572955495,-9.31241039423442,1.24963631595736e-20,1.35452399499388e-19,PRKAB1,protein_coding
ENSG00000151014,382.748530247796,-2.05950758545981,0.221347766915096,-9.30439739312929,1.34754286730265e-20,1.45881253598525e-19,NOCT,protein_coding
ENSG00000148334,2554.41500603957,1.04049646951997,0.1126650703527,9.23530661510862,2.57547315678694e-20,2.7489798366184e-19,PTGES2,protein_coding
ENSG00000125434,162.9047656433,1.86701069481437,0.202659746350688,9.21253839715973,3.18502154163547e-20,3.38387997141917e-19,SLC25A35,protein_coding
ENSG00000213693,97.098997765526,-2.1416140148868,0.233857475093969,-9.15777446936965,5.29785969115133e-20,5.56512163735941e-19,SEC14L1P1,processed_pseudogene
ENSG00000104450,2546.37534345996,-1.44185688178089,0.157747972578934,-9.14025618338396,6.23045592434267e-20,6.52090771733248e-19,SPAG1,protein_coding
ENSG00000267350,597.541350799985,-1.07360658770665,0.118282547749907,-9.07662717898714,1.11991430519372e-19,1.15851503444799e-18,NA,NA
ENSG00000070731,1872.98808146119,1.03668067596015,0.115951506801447,8.94063996714888,3.86923041719092e-19,3.89045849068602e-18,ST6GALNAC2,protein_coding
ENSG00000124216,216.040671380109,-1.73268545118208,0.195922481633381,-8.84372960538729,9.25754831672571e-19,9.15866409083113e-18,SNAI1,protein_coding
ENSG00000104936,703.681846421084,1.64376743306352,0.187062048467605,8.78728446806348,1.53218456637579e-18,1.49634094405581e-17,DMPK,protein_coding
ENSG00000177311,4162.61837274748,-1.08451952618875,0.12342939426136,-8.78655795630247,1.54212140769279e-18,1.50490782840594e-17,ZBTB38,protein_coding
ENSG00000123130,1213.006283841,-1.28201466056291,0.151003955570389,-8.48994091393394,2.06742184360484e-17,1.91553416495492e-16,ACOT9,protein_coding
ENSG00000090530,803.612608034237,1.94217350073945,0.232224736492386,8.3633360083633,6.09692532860251e-17,5.52809289180412e-16,P3H2,protein_coding
ENSG00000188811,421.995095914417,1.45701324534225,0.176517324747766,8.25422234006912,1.52894488321467e-16,1.35864734274932e-15,NHLRC3,protein_coding
ENSG00000153132,198.34616717433,-3.78925694092423,0.460580373702663,-8.22713506105769,1.91744218482152e-16,1.69803370452272e-15,CLGN,protein_coding
ENSG00000123219,1586.09764302446,-1.29186624672615,0.1589562753901,-8.12717990249669,4.39393013584335e-16,3.8025300951215e-15,CENPK,protein_coding
ENSG00000153531,365.353753151383,1.05723574598868,0.130358771182418,8.11020030642381,5.05363837504209e-16,4.35884743823307e-15,ADPRHL1,protein_coding
ENSG00000080802,1801.77613438216,-1.02757886954069,0.128207111923509,-8.01499116643201,1.10144931844124e-15,9.25611441880979e-15,CNOT4,protein_coding
ENSG00000101898,149.140279006508,-1.60198281538227,0.201664682572634,-7.94379459479862,1.96088205815056e-15,1.62355505493972e-14,MCTS2P,processed_pseudogene
ENSG00000087128,832.991634747237,1.0464770685272,0.132178781374613,7.91713357956709,2.43048589941077e-15,2.00338711727827e-14,TMPRSS11E,protein_coding
ENSG00000167123,628.019928631103,1.08622343222562,0.137368447558562,7.90737211878699,2.62878948090641e-15,2.1627045200924e-14,CERCAM,protein_coding
ENSG00000107105,775.529689729584,-1.05592278792798,0.134405201920937,-7.85626428766591,3.95759569706106e-15,3.23122370956572e-14,ELAVL2,protein_coding
ENSG00000231672,62.6365120911632,2.4237859090612,0.309347217924542,7.83516310675996,4.68234478678677e-15,3.80971258297724e-14,DIRC3,protein_coding
