10:3199723-3199627:-@10:3199256-3199122:-	PITRM1-AS1
10:32581572-32581424:-@10:32580250-32580091:-	EPC1
10:3821782-3821539:-@10:3818595-3818188:-	KLF6
10:48370425-48370719:+@10:48370826-48373866:+	ZNF488
10:5009119-5009235:+@10:5010501-5010578:+	AKR1C1
10:5042858-5042742:-@10:5041469-5041392:-	AKR1C2
10:5804495-5804609:+@10:5804992-5805703:+	FAM208B
10:5808601-5808457:-@10:5808258-5808204:-	GDI2
10:58118220-58118138:-@10:58117946-58117199:-	ZWINT
10:58120144-58119779:-@10:58119614-58119448:-	ZWINT
10:58120144-58120054:-@10:58119902-58119779:-	ZWINT
10:61898845-61898722:-@10:61898479-61898275:-	ANK3
10:70096956-70097090:+@10:70098260-70098444:+	HNRNPH3
10:71144089-71144237:+@10:71144552-71144671:+	HK1
10:71391236-71391303:+@10:71391465-71391595:+	C10orf35
10:74095689-74095538:-@10:74094375-74092588:-	DNAJB12
10:75056931-75056800:-@10:75053146-75053021:-	TTC18
10:75529105-75529243:+@10:75529373-75529491:+	SEC24C
10:75530038-75530229:+@10:75530467-75530556:+	SEC24C
10:75551617-75552248:+@10:75552348-75552610:+	ZSWIM8
10:75553905-75554088:+@10:75554299-75554397:+	ZSWIM8
10:75553905-75554088:+@10:75554314-75554397:+	ZSWIM8
10:75560398-75560517:+@10:75560775-75560953:+	RP11-574K11.31
10:75560398-75560517:+@10:75560775-75560953:+	ZSWIM8
10:75560398-75560517:+@10:75560775-75560953:+	ZSWIM8-AS1
10:75560398-75560517:+@10:75560843-75560953:+	RP11-574K11.31
10:75560398-75560517:+@10:75560843-75560953:+	ZSWIM8
10:75560398-75560517:+@10:75560843-75560953:+	ZSWIM8-AS1
10:75568487-75568112:-@10:75567909-75567142:-	NDST2
10:75568487-75568112:-@10:75567909-75567142:-	RP11-574K11.31
10:76741545-76741686:+@10:76744838-76744999:+	KAT6B
10:76935824-76935974:+@10:76936146-76941881:+	SAMD8
10:76978821-76978973:+@10:76979062-76979114:+	VDAC2
10:76994936-76994818:-@10:76994750-76994696:-	COMTD1
10:77118268-77118465:+@10:77118697-77118807:+	RP11-399K21.11
10:77118268-77118465:+@10:77118697-77118807:+	ZNF503-AS1
10:92654532-92654648:+@10:92655211-92655240:+	RPP30
10:96117972-96117840:-@10:96117088-96116931:-	NOC3L
10:96351986-96352069:+@10:96352152-96352271:+	HELLS
10:96351986-96352069:+@10:96352152-96352271:+	RP11-119K6.6
10:99118767-99118700:-@10:99118376-99118294:-	RRP12
10:99131923-99131830:-@10:99130838-99130680:-	RRP12
10:99221653-99221585:-@10:99221379-99221253:-	MMS19
11:102192568-102192631:+@11:102195192-102196093:+	BIRC3
11:102219329-102219495:+@11:102220609-102221480:+	BIRC2
11:10327227-10327345:+@11:10327496-10327645:+	ADM
11:104897083-104896953:-@11:104896327-104896235:-	CASP1
11:10821895-10821637:-@11:10821156-10821099:-	EIF4G2
11:10821895-10821637:-@11:10821156-10821099:-	RP11-685M7.5
11:10821895-10821637:-@11:10821303-10821099:-	EIF4G2
11:10821895-10821637:-@11:10821303-10821099:-	RP11-685M7.5
11:10823756-10823596:-@11:10823321-10823208:-	EIF4G2
11:10825597-10825446:-@11:10825137-10825027:-	EIF4G2
11:10826562-10826460:-@11:10825965-10825834:-	EIF4G2
11:10830487-10830429:-@11:10830290-10830252:-	EIF4G2
11:111613389-111613247:-@11:111612868-111612777:-	PPP2R1B
11:111945040-111945082:+@11:111945611-111945640:+	C11orf57
11:112064197-112064408:+@11:112064602-112064717:+	AP002884.3
11:112064197-112064408:+@11:112064602-112064717:+	BCO2
11:112064197-112064408:+@11:112064602-112064717:+	SDHD
11:112064197-112064420:+@11:112064602-112064717:+	AP002884.3
11:112064197-112064420:+@11:112064602-112064717:+	BCO2
11:112064197-112064420:+@11:112064602-112064717:+	SDHD
11:112064197-112064717:+@11:112065376-112065478:+	AP002884.3
11:112064197-112064717:+@11:112065376-112065478:+	BCO2
11:112064197-112064717:+@11:112065376-112065478:+	SDHD
11:113186673-113186775:+@11:113186965-113187037:+	TTC12
11:114314877-114314934:+@11:114315263-114315374:+	REXO2
11:117060051-117060117:+@11:117060668-117060741:+	SIDT2
11:117094932-117094794:-@11:117094024-117093924:-	PCSK7
11:117109317-117109362:+@11:117110517-117110576:+	RNF214
11:117109317-117109827:+@11:117110517-117110576:+	RNF214
11:117152610-117152627:+@11:117152932-117152986:+	RNF214
11:117265636-117265719:+@11:117265839-117265907:+	CEP164
11:118401907-118401949:+@11:118402490-118402586:+	TMEM25
11:118401907-118401949:+@11:118402490-118402586:+	TTC36
11:118401907-118401949:+@11:118402493-118402586:+	TMEM25
11:118401907-118401949:+@11:118402493-118402586:+	TTC36
11:118514790-118514892:+@11:118515365-118515409:+	PHLDB1
11:118882649-118882713:+@11:118882859-118882964:+	CCDC84
11:118889476-118889680:+@11:118889853-118890027:+	MIR3656
11:118889476-118889680:+@11:118889853-118890027:+	TRAPPC4
11:118899136-118898904:-@11:118898582-118898338:-	SLC37A4
11:118926555-118926462:-@11:118926283-118926205:-	HYOU1
11:118958697-118958788:+@11:118958965-118959018:+	HMBS
11:118959345-118959417:+@11:118959792-118959841:+	HMBS
11:118959345-118959417:+@11:118959810-118959841:+	HMBS
11:118959345-118959558:+@11:118959792-118959841:+	HMBS
11:118960393-118960470:+@11:118960700-118960777:+	HMBS
11:118962835-118962873:+@11:118963114-118963233:+	HMBS
11:118962835-118962873:+@11:118963468-118963521:+	HMBS
11:118962835-118963233:+@11:118963468-118963521:+	HMBS
11:118972570-118972205:-@11:118971848-118971728:-	DPAGT1
11:118972852-118972205:-@11:118971848-118971728:-	DPAGT1
11:118982231-118982339:+@11:118983038-118983102:+	C2CD2L
11:118984790-118985075:+@11:118986735-118987831:+	C2CD2L
11:119064595-119064476:-@11:119063953-119063861:-	CCDC153
11:119181895-119181800:-@11:119181613-119181466:-	MCAM
11:119182131-119181990:-@11:119181895-119181466:-	MCAM
11:119185286-119185199:-@11:119183659-119183480:-	MCAM
11:119185973-119185849:-@11:119185741-119185543:-	MCAM
11:119185973-119185849:-@11:119185750-119185543:-	MCAM
11:119230052-119229941:-@11:119229844-119229734:-	USP2
11:124955850-124955914:+@11:124958015-124959131:+	AP001007.1
11:124955850-124955914:+@11:124958015-124959131:+	SLC37A2
11:124972705-124972533:-@11:124972213-124972028:-	TMEM218
11:124972705-124972533:-@11:124972247-124972028:-	TMEM218
11:124972705-124972626:-@11:124972213-124972028:-	TMEM218
11:124972705-124972630:-@11:124972198-124972028:-	TMEM218
11:124972705-124972630:-@11:124972213-124972028:-	TMEM218
11:124972705-124972630:-@11:124972247-124972028:-	TMEM218
11:125548192-125548124:-@11:125547838-125547692:-	ACRV1
11:125548192-125548124:-@11:125547913-125547692:-	ACRV1
11:125548192-125548124:-@11:125547913-125547749:-	ACRV1
11:125548192-125548124:-@11:125547958-125547692:-	ACRV1
11:128844897-128844019:-@11:128843327-128842348:-	ARHGAP32
11:13399884-13399992:+@11:13402708-13402801:+	ARNTL
11:134129502-134129639:+@11:134130938-134131073:+	ACAD8
11:14536037-14535949:-@11:14535433-14535363:-	PSMA1
11:1502115-1501955:-@11:1501716-1501623:-	MOB2
11:1857116-1857214:+@11:1857356-1857514:+	SYT8
11:1857116-1857514:+@11:1857655-1857822:+	SYT8
11:1857116-1857822:+@11:1857986-1858091:+	SYT8
11:1858187-1858320:+@11:1858422-1858751:+	SYT8
11:19187849-19187932:+@11:19191958-19192115:+	ZDHHC13
11:1977486-1977678:+@11:1977772-1977839:+	MRPL23
11:2017228-2017106:-@11:2017018-2016406:-	H19
11:2017228-2017106:-@11:2017024-2016406:-	H19
11:2017421-2017309:-@11:2017171-2017106:-	H19
11:2017421-2017309:-@11:2017228-2017106:-	H19
11:2423841-2423882:+@11:2424075-2425106:+	TSSC4
11:244041-244075:+@11:244161-244216:+	PSMD13
11:244041-244216:+@11:244426-244469:+	PSMD13
11:290678-290781:+@11:291002-291113:+	ATHL1
11:290678-291113:+@11:291976-292095:+	ATHL1
11:293163-293235:+@11:293670-293727:+	ATHL1
11:3023830-3023771:-@11:3023283-3023200:-	CARS
11:3023830-3023771:-@11:3023404-3023200:-	CARS
11:3050314-3050226:-@11:3048027-3047906:-	CARS
11:31823324-31822778:-@11:31822404-31822239:-	PAX6
11:31823324-31823109:-@11:31822404-31822239:-	PAX6
11:31823324-31823310:-@11:31822404-31822239:-	PAX6
11:32615412-32615495:+@11:32616460-32616559:+	EIF3M
11:32953289-32953920:+@11:32954638-32956981:+	QSER1
11:33891533-33891256:-@11:33891132-33890892:-	LMO2
11:375639-375773:+@11:375847-375956:+	B4GALNT4
11:3845113-3845365:+@11:3845500-3845606:+	PGAP2
11:394243-394334:+@11:394509-394524:+	PKP3
11:418989-418888:-@11:418813-418720:-	ANO9
11:420615-420463:-@11:419729-419582:-	ANO9
11:420860-420718:-@11:420615-419582:-	ANO9
11:431906-431848:-@11:431767-431694:-	ANO9
11:44099395-44099472:+@11:44100234-44100334:+	ACCS
11:44626608-44626732:+@11:44626905-44626979:+	CD82
11:44626608-44626732:+@11:44626905-44626979:+	RP11-58K22.5
11:45944329-45944515:+@11:45944609-45944718:+	GYLTL1B
11:45944372-45944515:+@11:45944609-45944718:+	GYLTL1B
11:45947590-45947702:+@11:45947773-45947898:+	GYLTL1B
11:46396154-46396216:+@11:46396316-46396389:+	DGKZ
11:46400007-46400050:+@11:46400444-46400661:+	DGKZ
11:46400007-46400050:+@11:46400541-46400661:+	DGKZ
11:46400753-46400786:+@11:46401004-46401118:+	DGKZ
11:46400753-46400786:+@11:46401019-46401118:+	DGKZ
11:46403303-46403435:+@11:46403607-46403683:+	MDK
11:46564948-46564802:-@11:46564531-46563495:-	AMBRA1
11:46690049-46690126:+@11:46690344-46690460:+	ATG13
11:46791813-46791786:-@11:46791648-46791513:-	CKAP5
11:47182678-47182741:+@11:47182997-47183798:+	C11orf49
11:47269684-47269589:-@11:47269278-47269192:-	ACP2
11:47283098-47283277:+@11:47283470-47283569:+	NR1H3
11:47602077-47602174:+@11:47602387-47602536:+	NDUFS3
11:47833981-47833854:-@11:47833776-47833616:-	NUP160
11:499999-499829:-@11:499185-499015:-	RNH1
11:532755-532631:-@11:532522-532242:-	HRAS
11:555930-555734:-@11:555503-555305:-	C11orf35
11:5624476-5624791:+@11:5624870-5624965:+	AC015691.13
11:5624476-5624791:+@11:5624870-5624965:+	HBG2
11:5624476-5624791:+@11:5624870-5624965:+	TRIM6
11:5624476-5624791:+@11:5624870-5624965:+	TRIM6-TRIM34
11:563189-563317:+@11:563396-563478:+	RASSF7
11:57094988-57094900:-@11:57094363-57094177:-	RP11-872D17.4
11:57094988-57094900:-@11:57094363-57094177:-	SSRP1
11:57097612-57097567:-@11:57095900-57095771:-	SSRP1
11:57097612-57097567:-@11:57095900-57095771:-	snoU13
11:57098401-57098329:-@11:57097903-57097765:-	SSRP1
11:57156790-57156483:-@11:57156181-57156050:-	PRG2
11:57156790-57156483:-@11:57156181-57156050:-	RP11-872D17.8
11:57156790-57156516:-@11:57156181-57156050:-	PRG2
11:57156790-57156516:-@11:57156181-57156050:-	RP11-872D17.8
11:5718478-5718573:+@11:5719545-5719775:+	TRIM22
11:5718478-5718573:+@11:5719545-5719775:+	TRIM5
11:5719545-5719647:+@11:5719710-5719775:+	TRIM22
11:5719545-5719647:+@11:5719710-5719775:+	TRIM5
11:57457503-57457675:+@11:57457807-57457909:+	ZDHHC5
11:57506136-57506242:+@11:57506446-57506511:+	TMX2
11:57506136-57506242:+@11:57506446-57506511:+	TMX2-CTNND1
11:60703336-60703488:+@11:60704219-60704631:+	SLC15A3
11:60703336-60703488:+@11:60704219-60704631:+	TMEM132A
11:60785761-60785865:+@11:60786726-60787846:+	CD6
11:61101021-61101122:+@11:61102092-61102203:+	DAK
11:61101021-61101122:+@11:61102092-61102203:+	DDB1
11:61109933-61109967:+@11:61110046-61110130:+	DAK
11:61109933-61109967:+@11:61110046-61110130:+	DDB1
11:61131722-61131787:+@11:61131905-61131990:+	TMEM138
11:61131724-61131787:+@11:61131905-61131990:+	TMEM138
11:61183991-61183577:-@11:61183256-61183138:-	CPSF7
11:61183991-61183836:-@11:61183634-61183577:-	CPSF7
11:61189080-61188862:-@11:61188002-61187942:-	CPSF7
11:61189080-61188862:-@11:61188045-61187942:-	CPSF7
11:614037-613951:-@11:613865-613785:-	IRF7
11:61546301-61546895:+@11:61546970-61547042:+	MYRF
11:61546301-61546895:+@11:61546970-61547042:+	TMEM258
11:615647-615345:-@11:615259-615097:-	IRF7
11:61644435-61644338:-@11:61643927-61643831:-	FADS3
11:61722579-61722673:+@11:61723190-61723423:+	BEST1
11:61725618-61725770:+@11:61726970-61727050:+	BEST1
11:61725618-61725973:+@11:61726970-61727050:+	BEST1
11:61727364-61727515:+@11:61729727-61730365:+	BEST1
11:61727364-61727515:+@11:61729727-61730365:+	FTH1
11:61732987-61732841:-@11:61732577-61732459:-	BEST1
11:61732987-61732841:-@11:61732577-61732459:-	FTH1
11:61732987-61732841:-@11:61732584-61732459:-	BEST1
11:61732987-61732841:-@11:61732584-61732459:-	FTH1
11:61735103-61734930:-@11:61734843-61734784:-	FTH1
11:62342380-62342149:-@11:62340214-62340056:-	EEF1G
11:62342380-62342149:-@11:62340214-62340056:-	MIR3654
11:62365184-62365082:-@11:62364887-62364788:-	MTA2
11:62370719-62370621:-@11:62370251-62370231:-	EML3
11:62370719-62370621:-@11:62370361-62370231:-	EML3
11:62371673-62371585:-@11:62371513-62371416:-	EML3
11:62444477-62444285:-@11:62444111-62443970:-	UBXN1
11:62445304-62444990:-@11:62444477-62444285:-	UBXN1
11:62445304-62445253:-@11:62445035-62444990:-	UBXN1
11:62445304-62445253:-@11:62445106-62444990:-	UBXN1
11:62446073-62445967:-@11:62445880-62445811:-	UBXN1
11:62446530-62446337:-@11:62446215-62446162:-	UBXN1
11:62446537-62446337:-@11:62446215-62446162:-	UBXN1
11:62446545-62446337:-@11:62446215-62446162:-	UBXN1
11:62529267-62529376:+@11:62530014-62530338:+	POLR2G
11:62567958-62567849:-@11:62566047-62566011:-	NXF1
11:62601409-62601264:-@11:62601146-62601090:-	RP11-727F15.9
11:62601409-62601264:-@11:62601146-62601090:-	WDR74
11:62621536-62621490:-@11:62621305-62621273:-	SNHG1
11:62621536-62621490:-@11:62621321-62621273:-	SNHG1
11:62622688-62622605:-@11:62622410-62622360:-	SNHG1
11:62652649-62652829:+@11:62652937-62653080:+	SLC3A2
11:63426724-63426703:-@11:63426627-63426510:-	ATL3
11:63713312-63713407:+@11:63714197-63714475:+	NAA40
11:63713312-63713407:+@11:63714423-63714475:+	NAA40
11:63764002-63764120:+@11:63764329-63764413:+	OTUB1
11:63991813-63991757:-@11:63991634-63991572:-	TRPT1
11:63991813-63991757:-@11:63991682-63991572:-	TRPT1
11:63992189-63992015:-@11:63991813-63991757:-	TRPT1
11:63992189-63992126:-@11:63991963-63991757:-	TRPT1
11:63993052-63992971:-@11:63992442-63992273:-	TRPT1
11:63993762-63993899:+@11:63994107-63994604:+	NUDT22
11:64001366-64001452:+@11:64001545-64001753:+	DNAJC4
11:64001366-64001452:+@11:64001545-64001753:+	RP11-783K16.14
11:64010671-64010783:+@11:64010923-64010969:+	FKBP2
11:64084619-64084530:-@11:64084440-64084163:-	ESRRA
11:64084619-64084530:-@11:64084440-64084163:-	TRMT112
11:6412614-6413386:+@11:6413423-6413426:+	SMPD1
11:6423212-6423207:-@11:6422918-6422804:-	APBB1
11:6423955-6423806:-@11:6423439-6423312:-	APBB1
11:6425288-6425168:-@11:6425052-6424877:-	APBB1
11:64533627-64533423:-@11:64532990-64532078:-	SF1
11:64559894-64559644:-@11:64559558-64559381:-	MAP4K2
11:64559894-64559836:-@11:64559747-64559644:-	MAP4K2
11:64565006-64564973:-@11:64564852-64564747:-	MAP4K2
11:64573840-64573704:-@11:64573242-64573107:-	MEN1
11:64789193-64789360:+@11:64789443-64789656:+	ARL2
11:64789193-64789360:+@11:64789443-64789656:+	RP11-399J13.3
11:64802992-64803135:+@11:64806044-64806301:+	RP11-399J13.3
11:64802992-64803135:+@11:64806044-64806301:+	SNX15
11:64851022-64850957:-@11:64850871-64850836:-	CDCA5
11:64851714-64851832:+@11:64852163-64852272:+	ZFPL1
11:64851714-64851850:+@11:64852163-64852272:+	ZFPL1
11:64856222-64856123:-@11:64856003-64855844:-	TMEM262
11:64856222-64856123:-@11:64856003-64855844:-	ZFPL1
11:64856222-64856155:-@11:64856003-64855844:-	TMEM262
11:64856222-64856155:-@11:64856003-64855844:-	ZFPL1
11:64874659-64874844:+@11:64875053-64875199:+	VPS51
11:64875053-64875199:+@11:64875275-64875494:+	VPS51
11:64877177-64877395:+@11:64877954-64878075:+	VPS51
11:64880283-64880337:+@11:64880692-64880886:+	TM7SF2
11:64880283-64880366:+@11:64880692-64880886:+	TM7SF2
11:64882185-64882304:+@11:64882385-64882553:+	TM7SF2
11:64882385-64882553:+@11:64882948-64883070:+	TM7SF2
11:64893198-64893414:+@11:64893529-64894835:+	MRPL49
11:64893198-64893414:+@11:64893529-64894835:+	SYVN1
11:64897851-64897723:-@11:64897644-64897474:-	SYVN1
11:64897851-64897723:-@11:64897647-64897474:-	SYVN1
11:64899067-64898941:-@11:64898844-64898745:-	SYVN1
11:64900251-64900203:-@11:64899779-64899719:-	SYVN1
11:64900251-64900203:-@11:64899822-64899719:-	SYVN1
11:64900791-64900631:-@11:64900545-64900393:-	SYVN1
11:64977320-64977388:+@11:64977489-64977567:+	CAPN1
11:64978285-64978343:+@11:64978731-64979476:+	CAPN1
11:6502731-6502785:+@11:6502987-6503082:+	TIMM10B
11:65113401-65113529:+@11:65116321-65116402:+	DPF2
11:65144146-65144007:-@11:65143367-65142663:-	RP11-867O8.5
11:65144146-65144007:-@11:65143367-65142663:-	SLC25A45
11:65147409-65147338:-@11:65144547-65144289:-	SLC25A45
11:6518815-6518897:+@11:6519001-6520191:+	DNHD1
11:6518815-6518897:+@11:6519001-6520191:+	TIMM10B
11:6518815-6518897:+@11:6519953-6520191:+	DNHD1
11:6518815-6518897:+@11:6519953-6520191:+	TIMM10B
11:65305741-65305795:+@11:65305913-65306175:+	SCYL1
11:65305741-65305795:+@11:65305918-65306175:+	SCYL1
11:65360854-65360781:-@11:65360681-65360326:-	KCNK7
11:65361345-65360947:-@11:65360681-65360326:-	KCNK7
11:65361345-65360947:-@11:65360854-65360326:-	KCNK7
11:65413927-65414134:+@11:65414441-65414536:+	SIPA1
11:65422471-65422290:-@11:65421980-65421073:-	RELA
11:65429559-65429408:-@11:65429290-65429158:-	RELA
11:65429559-65429408:-@11:65429306-65429158:-	RELA
11:65429559-65429408:-@11:65429339-65429158:-	RELA
11:65429676-65429650:-@11:65429559-65429408:-	RELA
11:65632191-65632286:+@11:65632488-65632616:+	MUS81
11:65632191-65632286:+@11:65632586-65632616:+	MUS81
11:65632191-65632616:+@11:65632691-65632794:+	MUS81
11:65633282-65633365:+@11:65633457-65633910:+	MUS81
11:65634550-65634492:-@11:65634183-65633918:-	EFEMP2
11:65634550-65634492:-@11:65634183-65633918:-	MUS81
11:65638129-65638007:-@11:65637708-65637592:-	EFEMP2
11:65650686-65650895:+@11:65650979-65651212:+	CTSW
11:65652469-65652406:-@11:65652127-65652041:-	FIBP
11:65687251-65687323:+@11:65687419-65687512:+	DRAP1
11:6569093-6569270:+@11:6569440-6569632:+	DNHD1
11:65733547-65733689:+@11:65733821-65734027:+	SART1
11:6577913-6579527:+@11:6579715-6579923:+	DNHD1
11:6579284-6579527:+@11:6579715-6579923:+	DNHD1
11:6591239-6591330:+@11:6591477-6591626:+	DNHD1
11:6591239-6591626:+@11:6591848-6592653:+	DNHD1
11:6591239-6592653:+@11:6592866-6593257:+	DNHD1
11:66033904-66033961:+@11:66034344-66035330:+	KLC2
11:66033904-66033961:+@11:66034344-66035330:+	RP11-867G23.2
11:66052437-66052340:-@11:66052254-66052051:-	CNIH2
11:66052437-66052340:-@11:66052254-66052051:-	YIF1A
11:66052437-66052344:-@11:66052254-66052051:-	CNIH2
11:66052437-66052344:-@11:66052254-66052051:-	YIF1A
11:66106256-66106192:-@11:66105753-66105714:-	BRMS1
11:66106256-66106192:-@11:66105753-66105714:-	RP11-867G23.12
11:66108517-66108438:-@11:66108341-66108245:-	BRMS1
11:66108804-66108677:-@11:66108517-66108245:-	BRMS1
11:6622832-6622379:-@11:6622285-6622156:-	RRP8
11:66262677-66262739:+@11:66262836-66262960:+	DPP3
11:66283011-66283057:+@11:66283164-66283202:+	BBS1
11:66283011-66283057:+@11:66283164-66283202:+	CTD-3074O7.11
11:66283164-66283202:+@11:66283332-66283404:+	BBS1
11:66283164-66283202:+@11:66283332-66283404:+	CTD-3074O7.11
11:66299127-66299213:+@11:66299422-66301084:+	BBS1
11:66299127-66299213:+@11:66299422-66301084:+	CTD-3074O7.11
11:66299127-66299213:+@11:66299422-66301084:+	ZDHHC24
11:6629924-6630020:+@11:6630115-6630198:+	ILK
11:6629924-6630020:+@11:6630115-6630198:+	RP11-732A19.2
11:6629924-6630020:+@11:6630115-6630198:+	TAF10
11:6629924-6630198:+@11:6630302-6630387:+	ILK
11:6629924-6630198:+@11:6630302-6630387:+	RP11-732A19.2
11:6629924-6630198:+@11:6630302-6630387:+	TAF10
11:6630115-6630198:+@11:6630530-6630639:+	ILK
11:6630115-6630198:+@11:6630530-6630639:+	RP11-732A19.2
11:6630115-6630198:+@11:6630530-6630639:+	TAF10
11:66332119-66332029:-@11:66331617-66331559:-	CTSF
11:66333398-66333302:-@11:66333220-66333142:-	CTSF
11:66333398-66333302:-@11:66333222-66333142:-	CTSF
11:66366587-66366724:+@11:66366930-66367107:+	CCS
11:6640498-6640427:-@11:6640146-6640007:-	RP11-732A19.9
11:6640498-6640427:-@11:6640146-6640007:-	TPP1
11:67048203-67048254:+@11:67048564-67048655:+	ADRBK1
11:67049293-67049423:+@11:67049742-67050013:+	ADRBK1
11:67049742-67049836:+@11:67049906-67050013:+	ADRBK1
11:67051178-67051244:+@11:67051325-67051420:+	ADRBK1
11:67052318-67052454:+@11:67052546-67052659:+	ADRBK1
11:67057549-67057684:+@11:67057793-67057917:+	ANKRD13D
11:67058947-67058992:+@11:67059074-67059217:+	ANKRD13D
11:67066529-67066595:+@11:67067001-67067082:+	ANKRD13D
11:67074309-67074433:+@11:67074513-67074584:+	SSH3
11:67163383-67163492:+@11:67163582-67163646:+	RAD9A
11:67166634-67166411:-@11:67166327-67166193:-	PPP1CA
11:67196998-67197066:+@11:67200071-67200128:+	AP003419.16
11:67196998-67197066:+@11:67200071-67200128:+	RPS6KB2
11:67200597-67200687:+@11:67200811-67200918:+	AP003419.16
11:67200597-67200687:+@11:67200811-67200918:+	RPS6KB2
11:67201466-67201528:+@11:67201669-67201746:+	AP003419.16
11:67201466-67201528:+@11:67201669-67201746:+	RPS6KB2
11:67202053-67202165:+@11:67202460-67202872:+	AP003419.16
11:67202053-67202165:+@11:67202460-67202872:+	RPS6KB2
11:67261541-67261393:-@11:67261308-67261159:-	PITPNM1
11:67264907-67264702:-@11:67263816-67263649:-	PITPNM1
11:67264907-67264702:-@11:67263819-67263649:-	PITPNM1
11:67374429-67374547:+@11:67374770-67374795:+	NDUFV1
11:67375697-67375949:+@11:67376023-67376193:+	NDUFV1
11:67375871-67375949:+@11:67376023-67376193:+	NDUFV1
11:67375871-67375949:+@11:67376031-67376193:+	NDUFV1
11:67377852-67378041:+@11:67378466-67378678:+	NDUFV1
11:67395871-67395794:-@11:67395722-67395410:-	NUDT8
11:67397392-67397189:-@11:67396522-67396390:-	NUDT8
11:67771268-67771127:-@11:67770645-67770492:-	UNC93B1
11:67782767-67782929:+@11:67785997-67786106:+	ALDH3B1
11:67810413-67810498:+@11:67810838-67810964:+	TCIRG1
11:67815114-67815271:+@11:67815349-67815439:+	TCIRG1
11:698869-698888:+@11:700142-700235:+	DEAF1
11:698869-698888:+@11:700142-700235:+	EPS8L2
11:698869-698888:+@11:700142-700235:+	TMEM80
11:70033844-70034203:+@11:70035175-70035358:+	ANO1
11:70033844-70034203:+@11:70035175-70035358:+	ANO1-AS1
11:709553-709608:+@11:710028-710486:+	AP006621.9
11:709553-709608:+@11:710028-710486:+	EPS8L2
11:709553-709608:+@11:710422-710486:+	AP006621.9
11:709553-709608:+@11:710422-710486:+	EPS8L2
11:71195358-71195493:+@11:71196588-71196694:+	NADSYN1
11:71710274-71710416:+@11:71710663-71710708:+	IL18BP
11:71719891-71719734:-@11:71718481-71718235:-	NUMA1
11:71805994-71806142:+@11:71806425-71807941:+	LAMTOR1
11:71805994-71806142:+@11:71806425-71807941:+	LRTOMT
11:71805994-71806142:+@11:71807769-71807941:+	LAMTOR1
11:71805994-71806142:+@11:71807769-71807941:+	LRTOMT
11:72398783-72398733:-@11:72398547-72398484:-	ARAP1
11:72398783-72398733:-@11:72398547-72398484:-	ARAP1-AS1
11:72406910-72406763:-@11:72406673-72406587:-	ARAP1
11:72408240-72408028:-@11:72407699-72407594:-	ARAP1
11:72424288-72424221:-@11:72423613-72423483:-	ARAP1
11:72466187-72466167:-@11:72465827-72465774:-	ARAP1
11:72466187-72466167:-@11:72465827-72465774:-	STARD10
